575.084	212.951	-563.194	-89.6624	757.739	-15.4635	431.122	-27.6809	417.096	-3.71954	
689.1	-611.316	546.652	948.517	724.62	560.853	970.065	507.139	-991.904	-461.041	
-179.016	-143.552	-404.316	-197.735	-758.686	961.399	-187.759	138.422	-312.789	577.746	
-177.255	-281.457	-201.002	-396.338	550.44	852.426	-349.379	905.741	-972.103	66.9314	
-390.836	765.72	-498.755	354.824	620.848	-135.704	504.269	659.204	-241.932	-806.901	
-487.721	183.87	-47.0456	-24.1309	-82.9709	49.1852	-115.969	705.27	-133.122	653.741	
18.6841	-827.246	320.08	-586.811	694.551	362.718	-643.265	-860.282	-980.624	784.099	
-733.07	558.384	850.327	430.357	-18.3628	-61.0034	765.419	-23.1799	-170.865	-651.776	
-49.4211	567.296	112.859	-680.266	-712.341	298.926	78.4472	-348.63	-705.972	-680.26	
-741.175	157.845	-815.48	821.089	-834.057	600.757	754.262	-813.081	-147.388	-53.5587	
160.394	432.488	-945.862	462.795	533.927	-980.467	-383.428	-534.269	6.85485	907.443	
115.623	-805.063	243.357	726.045	-684.735	984.859	-829.998	-811.084	267.216	898.595	
873.493	-105.243	455.393	484.476	-386.028	-760.457	-112.243	-216.451	63.6984	690.715	
72.5491	360.54	218.355	-803.044	-815.945	-888.068	-826.935	-525.653	679.026	44.7411	
26.1497	299.664	89.1818	-935.069	160.303	542.178	-247.547	-17.9505	963.279	-510.697	
-251.354	-908.681	-379.865	663.039	614.046	280.048	-263.795	-374.493	603.672	-859.106	
367.146	-238.542	267.862	853.758	707.88	-4.64404	-144.331	645.119	476.453	-105.712	
937.806	-273.677	-204.933	477.365	-101.833	874.569	-485.533	-236.48	394.283	794.14	
-757.88	-516.909	-543.473	-20.9814	783.045	-283.785	-229.525	833.454	-772.367	262.251	
-734.37	-251.511	-351.19	360.231	591.069	7.86722	-407.515	771.925	-296.259	476.781	
110.723	-596.965	97.0382	39.2857	-302.435	-950.76	-702.341	-736.296	415.835	418.144	
223.497	343.814	-104.968	392.154	-243.348	-799.936	920.514	-855.131	-961.399	959.147	
-703.044	-482.595	-568.942	159.825	951.503	-453.982	940.15	-949.005	776.087	417.218	
-444.453	789.726	-946.955	251.273	-340.915	934.242	-662.847	802.966	-340.129	778.467	
24.9033	21.2578	-226.346	60.1779	889.415	785.724	354.229	278.055	96.7227	-454.634	
-703.463	712.606	270.114	-400.713	-79.5606	-950.945	116.13	-277.697	5.41909	-692.745	
-148.985	812.344	-982.977	937.728	381.787	-801.167	-420.448	78.1471	448.296	-222.265	
-545.832	-90.2802	944.165	667.636	829.581	334.57	-118.668	370.184	297.197	-941.8	
839.063	84.914	982.283	-233.794	613.339	-77.9863	653.648	78.2365	774.53	760.214	
-343.393	-191.15	89.2947	243.386	-241.288	84.2589	-758.161	361.394	-425.761	-914.047	
-767.803	-787.141	-367.024	-506.93	125.566	812.708	160.214	195.873	-523.913	161.775	
-708.26	-328.738	251.056	-277.389	821.988	756.985	-131.689	35.2242	-50.664	-631.275	
-130.479	-624.896	430.416	46.0128	-358.869	-993.801	194.606	298.157	-989.621	940.444	
327.732	-413.711	-599.271	851.404	-381.497	-193.564	266.124	781.306	-134.787	856.437	
184.161	-136.43	185.561	-290.988	314.04	304.618	643.437	-194.466	-924.87	969.263	
-103.714	875.27	344.082	-466.606	128.129	913.866	-773.028	-455.541	-835.885	530.541	
-956.623	-725.497	-478.743	742.165	-641.18	-133.443	-349.764	166.808	872.936	881.563	
-894.984	192.422	783.602	561.862	-576.932	529.989	-621.875	797.519	-982.137	-819.534	
238.366	-235.12	-806.874	969.867	793.163	-457.773	-53.6199	-40.4923	16.7808	934.519	
-800.083	-920.699	-32.5871	-83.482	-529.474	-882.259	-752.311	713.51	-200.665	-237.206	
-956.053	-250.495	323.215	250.716	827.982	343.589	-351.835	-367.56	666.632	551.606	
-437.694	427.854	123.155	-200.68	61.7203	-829.534	331.355	-940.73	778.575	364.238	
782.629	-997.585	874.438	916.615	592.639	984.148	-289.55	696.68	541.349	441.055	
266.83	-385.248	74.5581	-450.85	-982.62	-950.111	-711.428	27.5195	-554.684	-261.021	
-889.785	822.394	769.904	794.554	-335.618	425.854	-146.113	-396.615	-859.178	-156.311	
-223.361	-679.213	-299.585	-808.76	742.205	335.187	-614.564	836.184	159.362	-88.2031	
284.704	-491.95	102.158	-736.194	-598.968	28.1089	-805.013	703.707	-208.912	-533.844	
170.864	493.673	217.977	158.022	-659.801	372.724	953.604	217.187	-343.242	605.384	
672.728	-169.44	-168.783	873.234	444.368	-934.197	-148.108	-812.211	957.095	150.425	
287.356	-271.075	335.43	143.687	549.367	800.204	-191.387	790.69	-869.835	370.955	
-537.86	77.737	546.07	493.169	442.86	-34.2168	-611.954	-588.867	70.9365	-124.371	
949.98	-398.352	-842.06	453.756	950.848	564.179	-505.91	-926.878	-186.156	755.502	
-136.012	-431.828	870.604	544.531	221.973	-994.646	863.01	347.675	-551.066	-950.494	
-985.063	854.805	386.306	410.295	192.13	74.4713	-88.8429	200.386	308.164	-253.92	
336.468	-86.2307	-829.866	-533.652	-837.257	-355.965	222.655	-264.748	452.454	356.119	
-710.618	-663.915	-871.129	-471.334	-303.287	-823.504	204.458	428.751	-685.556	-315.725	
454.5	326.636	708.92	109.207	-948.487	-885.359	-839.878	34.2746	510.212	-935.453	
-86.6248	649.595	337.212	91.8352	177.623	792.96	150.156	-156.362	405.903	-285.585	
945.823	744.605	-686.693	368.251	-931.858	770.415	689.707	20.256	-744.623	242.946	
-521.326	261.742	387.491	-787.49	-46.1082	171.187	-492.749	-597.979	275.712	521.487	
-281.779	417.795	174.751	619.187	-591.856	592.794	-467.184	-403.471	956.344	-907.973	
-620.493	41.7496	-248.011	-515.801	369.105	338.474	927.482	757.201	994.872	-274.224	
-909.531	-349.406	-6.1705	-655.609	-829.848	-94.5423	865.331	526.33	-377.028	777.231	
394.549	-73.312	-470.761	151.068	-610.198	482.463	873.856	318.536	449.988	-671.023	
496.448	-5.28633	-825.235	-227.105	458.896	156.421	-387.235	977.498	148.064	889.898	
119.548	129.333	-897.659	-791.842	228.876	463.267	-511.935	927.951	482.476	-523.977	
288.841	-320.487	454.961	169.185	513.307	-497.072	864.591	986.003	-670.935	25.8107	
726.952	-304.604	-514.725	462.13	955.036	7.49563	-215.139	-216.134	589.013	412.122	
-362.165	949.177	783.161	401.856	-118.446	-585.408	329.929	507.78	208.155	-8.76644	
-763.917	569.461	-16.8171	708.23	-730.363	930.179	-17.5979	-855.299	-439.773	805.16	
-331.964	940.156	-111.757	-265.908	579.539	-65.7612	-848.867	657.682	580.925	29.9858	
-980.633	-727.286	423.981	181.715	400.089	-278.131	258.753	-130.347	-172.398	-169.935	
-935.889	-878.01	698.638	391.051	-539.177	-763.747	-918.579	-40.5857	175.934	795.912	
